Size (bp),CT_PD1,NE_MRL1, YC_PD1,CT_Large3,CT_PD2,NE_MRL2, YC_PD2,CT_PD3,NE_MRL3, YC_PD3,CT_MRL1,NE_PD1, YC_MRL1,CT_MRL2,NE_PD2, YC_MRL2,CT_MRL3,NE_PD3, YC_MRL3,CT_Large1,NE_Large1, YC_Large1,CT_Large2,NE_Large2, YC_Large2,NE_Large3,YC_Large3
234.39,42.44,41.39,43.12,9.86,51.59,35.66,50.27,52.1,41.87,40.3,43.65,47.58,63.43,45.19,52.39,35.29,34.01,43.2,27.89,16.59,14.93,6.03,11.55,16.07,13.67,15.13,9.18
234.98,43.52,43,43.9,11.05,53.33,36.98,51.45,53.07,43.11,39.95,44.87,49.47,64.84,46.75,53.91,35.61,33.45,42.61,29.85,16.04,16.09,5.69,12.79,16.09,13.12,15.3,9.5
235.56,44.55,44.53,44.62,11.74,55.77,37.4,53.32,53.64,44.39,39.47,46.79,50.33,66.19,47.27,55.09,36.67,32.95,43.2,31.88,16.91,15.58,5.67,14.62,16.27,13.01,15.23,9.77
236.15,45.61,45.54,45.44,11.67,58.36,36.98,55.54,53.91,45.26,40.13,48.18,50.24,67.63,47.09,56.75,38.73,33.54,45.23,33.24,17.83,14.81,6.16,15.09,16.85,13.17,15.32,9.89
236.73,45.89,45.96,46.56,11.39,60.72,37.16,57.41,53.58,46.57,41.65,48.75,50.91,68.32,47.49,59.19,40.5,35.21,48.12,33.61,17.05,14.04,6.71,13.67,17.21,13.41,15.71,10.63
237.32,45.87,46.1,48.14,11.44,62.41,39.13,58.64,53.17,48.95,42.81,49.25,53,69.01,49.05,61.74,41.2,37.2,51.49,33.86,14.44,12.81,6.8,12.16,16.81,13.86,15.6,11.97
237.91,46.97,46.12,49.94,11.94,63.6,42.08,59.25,54.11,51.15,43.22,49.98,55.14,69.74,51.13,64.09,41.42,38.91,54.68,34.63,12.17,12.34,6.41,12.01,16.1,14.64,15.03,12.77
238.49,49.18,46.43,51.36,12.55,65.08,44.61,59.23,56.81,51.86,43.49,50.66,56.37,69.95,53.03,66.22,41.69,40.1,56.65,35.7,12.22,12.35,5.99,12.9,15.74,15.27,15.11,12.25
239.08,51.46,47.56,52.39,12.62,66.81,46.55,58.69,59.29,51.83,44.04,51.38,57.17,70.34,54.96,67.76,42.57,40.94,57.3,36.72,13.73,12.88,6.15,14,15.75,15.3,15.95,11.03
239.66,53.35,49.06,53.89,11.86,67.73,48.05,58.01,60.01,52.45,44.78,52.46,57.71,71.02,57.33,68.45,44.99,41.96,57.61,37.37,14.59,14.09,6.95,14.58,15.73,14.94,16.3,10.28
240.25,54.92,50.31,55.99,10.62,67.58,48.99,57.85,60.38,53.62,45.69,53.68,58.07,71.44,59.83,68.61,48.24,43.08,58.22,37.72,14.38,15.27,7.73,14.11,15.33,14.62,15.58,10.45
240.83,56.15,51.63,57.4,9.64,67.29,49.92,58.9,61.96,54.67,46.71,54.9,59.02,71.76,62.05,68.87,50.19,43.88,58.77,38.27,14.09,15.32,8.17,13.32,14.8,14.7,14.43,11.09
241.42,57.35,52.94,57.45,9.38,67.98,51.47,61.36,64.02,55.87,47.7,56.32,60.53,72.97,64.64,69.7,50.62,44.47,58.5,39.28,14.1,13.92,8.54,13.68,15.14,15.1,13.36,11.67
242.01,59.04,53.63,57.69,9.62,70.31,53.06,64.56,65.47,57.76,48.97,57.76,61.91,75.42,67.74,70.96,50.99,45.25,57.59,40.5,14.38,11.9,9.04,14.85,16.44,15.09,12.69,12.01
242.59,60.8,54.38,59.4,9.98,73.67,53.8,67.17,66.5,59.92,50.7,58.92,63.8,78.35,69.66,72.18,51.71,46.45,57.64,41.84,15.05,10.74,9.65,14.79,17.55,14.42,12.74,11.92
243.18,61.47,56.27,61.38,10.25,76.28,53.86,68.46,67.97,61.48,52.28,59.74,66.83,80.8,69.8,73.56,52.18,48.42,59.59,43.34,15.86,10.98,9.92,13.07,17.7,13.8,13.37,11.24
243.76,61.08,58.73,62.26,10.14,77.76,54.45,69.23,70.3,62.23,53.27,60.17,69.7,82.14,70.26,75.55,52.45,51.17,62.24,44.45,16.19,11.75,9.59,11.8,17.85,13.48,14.24,10.65
244.35,61.05,60.74,62.91,9.83,79.59,56.26,70.75,73.08,62.42,54.07,60.56,71.32,82.36,72.46,77.73,52.98,54.09,64.38,44.89,15.82,12.5,9.39,12.47,17.95,13.19,15.26,10.91
244.93,62.25,62.46,64.79,9.93,82.05,58.54,72.93,75.61,62.36,55.31,61.92,72.29,82.53,75.07,79.33,53.97,56.69,66.13,45.28,15.17,13.72,9.86,14.08,18.33,13.08,15.92,11.55
245.52,64.47,64.31,67.75,10.45,84.07,60.21,74.77,77.31,62.91,57.2,64.56,73.21,83.71,76.57,80.86,55.59,58.45,67.38,45.92,14.6,15.21,10.46,15.12,18.43,13.43,15.72,11.63
246.11,67.24,66.26,70.58,10.7,85.65,61.4,76.05,77.9,65.16,59.76,67.52,74.21,85.93,77.48,83.5,57.89,58.97,67.7,46.7,14.18,15.72,10.43,15.46,17.65,13.96,15.05,11.22
246.69,70.11,68.16,71.73,10.17,87.46,63.34,77.56,77.9,68.75,62.59,70.03,75.72,88.5,78.98,86.81,60.22,59.15,67.77,48.15,14.18,14.78,9.76,15.6,16.42,14.41,14.48,11.04
247.28,72.66,69.75,72.87,9.44,89.33,66.59,79.85,78.31,72.09,64.99,72.28,77.86,90.45,81.1,89.49,62.11,60.4,68.69,50.53,15.13,13.54,9.26,15.67,15.47,14.96,14.05,11.55
247.86,74.44,71.16,75.23,9.79,91.14,69.68,82.6,79.84,74.67,66.9,74.15,80.11,91.55,83.16,91.56,64.02,62.53,70.57,52.9,16.48,13.12,9.62,15.34,15.11,15.71,13.5,12.5
248.45,75.06,72.91,78.13,11.07,93.31,70.87,85.22,82.95,77.06,68.67,75.4,82.41,92.69,85.06,93.95,66.39,64.48,72.75,54.64,16.78,13.27,10.45,14.52,15.51,16.17,12.91,12.82
249.04,74.75,75.07,81,11.54,96.05,70.8,87.45,87.37,79.24,69.94,76.85,85.31,94.59,87.18,96.68,69.01,66.29,74.82,56.2,15.81,13.07,11.08,14.07,16.5,15.84,12.93,11.89
249.62,74.67,77.18,82.74,10.61,99.25,71.4,89.11,91.58,80.86,70.43,79.32,89.08,96.87,89.62,99.14,71.4,68.91,76.85,57.93,14.95,12.38,11.58,14.46,17.44,15.09,15.52,10.45
250.21,76.06,79.2,83.1,9.8,102.5,73.1,90.13,94.18,82.35,70.79,82.59,93.01,99.05,92.09,101.66,73.51,72.37,78.83,59.48,14.99,11.92,12.25,14.54,17.9,14.56,16.7,9.47
250.79,79.03,81.71,83.19,10.29,104.89,75.32,90.79,95.47,84.41,71.8,86.14,95.82,101.08,94.53,104.9,75.65,75.44,80.72,60.51,15.29,12.32,12.91,13.79,17.88,14.27,17.42,9.23
251.38,82.62,85.07,84.13,10.9,106.01,77.79,91.48,96.78,87.21,73.49,89.43,96.87,103.09,97.28,108.26,77.71,77.32,82.46,61.12,15.33,13.48,13.01,13.48,17.48,14,17.78,9.7
251.96,85.81,88.53,86.31,10.2,106.96,80.43,92.27,98.53,90.11,75.3,92,96.93,105.21,100.53,110.66,79.1,78.11,83.88,61.78,15.86,14.87,12.37,14.16,16.95,14.24,17.95,10.73
252.55,88.24,91.06,90.01,9.48,109.17,83.11,93.56,100.47,92.49,76.83,94.19,97.43,107.75,103.81,112.2,80.01,78.77,84.98,63.17,17.45,16.3,11.81,14.99,17.05,15.33,18.11,11.79
253.14,90.54,92.73,94.93,10.72,112.76,85.71,96.12,102.89,94.46,78.33,96.72,99.35,110.42,106.71,114.04,81.53,80.5,86.12,65.73,19.37,17.77,11.98,15.72,18.45,16.33,18.3,12.29
253.72,93.52,94.28,99.25,12.82,117.27,87.96,100.35,106.01,96.55,80.35,99.35,102.63,112.21,109.73,117.08,84.19,83.55,87.92,69.09,20.44,18.71,12.11,16.48,20.69,16.27,18.55,12.23
254.31,97.12,96.05,101.21,13.37,122.4,89.66,105.94,109.25,99.36,83.17,101.44,106.19,112.55,113.45,121.23,87.58,87.31,91.03,72.04,20.06,18.3,11.34,16.4,22.42,15.59,18.33,11.99
254.89,100.46,98.03,101.52,12.59,127.37,91,111.95,112.21,103.07,86.77,103.15,109.22,112.9,117.51,125.83,91.09,91.11,95.38,74.37,18.85,16.86,10.16,14.9,22.74,15.1,17.18,11.88
255.48,102.73,100.35,102.51,12.5,131.35,92.75,116.84,115.29,106.46,90.47,104.91,111.86,113.81,121.07,130,94.17,94.19,99.85,75.62,18.23,15.74,9.33,13.17,21.65,15.1,16.27,11.87
256.07,103.96,103.16,105.34,13.31,134.55,95.56,119.01,118.79,108.36,93.29,107.09,114.46,116.14,123.98,133.23,96.58,96.3,103.07,78.27,18.8,15.34,9.13,12.85,20.15,15.34,16.9,11.74
256.65,105.6,106.32,109.08,13.57,137.71,98.92,118.6,122.6,109.63,94.22,109.92,117.64,119.91,126.76,136.01,98.5,97.73,104.52,81.81,19.9,15.16,9.68,13.97,19.55,15.29,18.02,11.65
257.24,108.94,109.31,112.31,13.01,140.94,101.86,118.23,126.37,111.41,95.14,112.9,121.85,124.16,129.37,139.25,100,99.11,105.07,85.32,20.64,14.97,10.85,15.59,19.85,15.09,17.96,11.88
257.82,113.22,112.07,114.77,12.6,144.19,104.56,120.62,129.69,113.44,96.82,115.09,126.32,127.71,131.37,143.24,101.32,101.51,106.47,88.63,20.77,14.66,11.89,17.17,20.15,15.37,16.73,12.24
258.41,116.96,115.12,117.54,12.62,147.88,107.83,123.18,132.68,115.63,98.92,116.87,129.99,130.28,133.69,147.81,103.35,105.28,109.61,91.15,20.12,15.29,12.12,18.2,20.28,16.06,15.21,12.24
258.99,120.19,118.45,121.44,12.67,152.03,111.43,125.74,135.85,118.71,101.64,119.97,133.14,132.44,137.7,152.46,106.52,109.28,113.44,91.82,18.65,16.73,11.89,17.78,20.55,16.67,14.01,11.91
259.58,123.67,122.03,125.91,12.5,156.06,114.42,131.44,139.47,122.46,104.94,124.87,136.49,134.55,142.94,156.7,109.98,112.73,116.53,91.37,16.89,17.8,11.92,16,20.8,17.16,13.62,11.77
260.17,127.41,126.53,128.16,11.91,160.09,116.64,136.17,143.17,125.65,108.3,129.97,140.08,136.91,148.03,160.62,112.84,116.03,118.82,91.9,15.43,18.34,12.43,14.38,20.88,17.44,14.17,12.11
260.75,131,131.83,130.4,10.74,164.76,119.2,139.76,146.22,128.16,110.89,133.77,143.75,139.96,152.73,164.38,115.2,119.48,120.9,94.38,14.46,19.15,13.02,13.93,20.96,17.38,14.94,12.89
261.34,134.09,136.18,134.89,9.4,169.51,123.03,142.39,148.75,131.16,112.47,136.71,147.15,143.23,155.02,167.65,117.62,122.9,122.94,98.33,14.11,19.86,13.27,14.98,21.53,17.37,15.16,13.74
261.92,136.8,138.25,139.09,8.78,173.37,127.48,144.91,151.97,134.82,114.24,139.83,149.92,145.85,157.3,170.39,120.62,126.35,125.47,102.57,14.33,19.52,13.12,15.89,22.36,17.76,15.04,13.94
262.51,140.12,139.15,143.25,9.33,176.98,131.02,148.67,156.18,138.23,117.59,142.82,152.67,148.18,161.74,173.35,124.61,130.01,129.08,105.71,14.67,18.73,12.75,16.17,22.63,18.26,15.32,13.23
263.09,144.78,140.93,148.26,10.63,181.2,133.05,153.54,160.56,141.43,122.14,145.05,156.29,150.88,166.24,177.51,129.56,133.87,132.86,107.62,14.84,18.41,12.37,15.56,22.76,18.56,16.15,12.16
263.68,150.03,144.1,153.97,11.71,185.54,134.59,157.8,165.07,145.04,126.11,147.59,160.48,153.39,170.94,183.08,134.67,138.18,135.45,109.82,14.7,18.19,12.36,15.02,23.55,18.81,16.95,11.39
264.27,155.03,147.98,159.83,11.92,189.96,137.07,160.94,170.9,148.66,128.48,151.39,164.87,155.12,175.95,189.19,138.84,142.69,137.41,113.58,14.36,17.71,12.67,15.35,24.1,19.05,17.13,11.29
264.85,159.92,152.28,165.84,11.61,195.05,140.69,164.29,178.4,151.74,130.12,155.43,169.49,156.41,181.42,194.87,141.8,146.55,140.23,118.27,14.43,17.2,12.46,16.35,23.48,18.77,16.43,11.79
265.44,164.56,156.83,171.56,11.27,200.41,144.57,168.72,185.8,154.68,132.86,158.86,173.53,157.35,186.27,199.95,144.1,150.14,144.29,122.27,15.24,16.63,11.23,16.92,22.11,17.74,15.04,12.7
266.02,168.4,161.34,176.55,10.74,205.69,148.32,173.61,191.18,158.34,137.34,162.5,176.75,158.07,189.14,204.94,146.32,154.6,149.14,125.16,16.46,16.35,9.62,16.11,20.53,16.64,13.84,13.9
266.61,172.09,166,181.23,10.13,211.36,152.1,178.25,194.89,163.01,142.26,167.31,180.52,159.5,191.33,210.34,148.94,159.63,154.34,127.79,17.86,17.26,8.46,14.58,19.33,16.11,13.51,14.78
267.2,176.73,171,185.93,9.81,217.27,155.82,182.82,198.86,167.96,146.14,173.1,185.54,162.3,195.28,216.36,152.38,163.99,159.37,130.64,19.03,18.72,8.14,13.64,19.49,15.71,13.78,14.56
267.78,182.09,176.07,190.6,9.39,223.03,159.53,187.52,204.2,172.48,149.2,178.67,191.06,166.07,200.93,222.49,156.68,166.95,163.66,133.96,19.08,18.96,8.44,13.3,21.15,14.85,14.19,13.52
268.37,187.15,180.79,195.88,8.64,229.31,163.53,191.69,210.06,176.93,152.73,183.29,196.2,170.04,206.33,227.67,161.66,169.05,167.22,138.13,17.7,18.12,9,13.09,22.95,14.1,14.71,12.55
268.95,191.79,185.32,202.4,8.39,236.72,167.92,195.15,214.53,181.63,157.14,187.65,200.52,173.99,210.83,232.03,166.81,171.53,170.96,142.68,15.64,17.81,10.16,13.46,23.47,14.4,15.33,11.98
269.54,196.88,190.46,209.58,8.9,244.62,172.67,199.26,217.17,186.04,161.63,192.27,204.2,178.29,215.44,237.04,171.26,175.26,175.53,146.5,13.63,18.21,11.94,14.48,22.96,15.4,16.08,11.74
270.12,202.69,196.26,216.15,9.32,252,177.34,205.1,219.67,190.12,165.62,196.55,208.4,183.09,220.86,243.36,174.79,180.72,180.3,149.57,14.37,18.45,13.01,15.05,22.89,16.04,16.96,11.83
270.71,208.32,201.43,221.64,9.81,258.51,181.45,211.87,224.18,194.62,169.5,200.63,214.44,188.36,226.41,250.56,178.01,187.46,184.58,152.71,15.69,18.73,12.46,14.72,23.74,16.23,17.65,11.8
271.3,213.28,205.53,226.77,10.98,264.68,185.23,217.71,231.96,199.6,173.96,205.21,222.11,194.45,231.41,258.26,181.83,193.78,188.76,156.56,17.18,19.58,11.2,14.27,24.46,16.45,17.81,11.13
271.88,218.24,210.09,232.71,12.02,271.25,189.09,221.87,242.21,204.38,179.03,209.89,229.89,198.01,236.43,266.2,186.89,198.93,193.24,160.99,18.16,20.32,10.36,14.29,24.2,16.75,17.43,10.6
272.47,223.55,216.39,239.95,11.96,278.2,193.12,225.85,251.96,208.96,183.97,214.23,236.75,201.57,242.21,274.22,192.95,203.59,198.01,165,17.92,20.34,10.22,14.6,23.29,17.1,16.76,11.3
273.05,228.85,223.53,247.69,11.24,285.06,197.62,231.44,258.99,214.1,188.21,219.06,242.73,209.5,248.74,282.23,199.09,207.63,203.46,168.25,16.94,20.47,10.59,14.92,22.71,17.52,16.07,12.42
273.64,234.13,229.83,251.24,10.7,292.07,202.92,238.32,264.47,219.74,192.17,225.05,248.31,217.61,255.62,289.94,204.85,211.3,210.1,171.85,16.67,21.55,10.99,15.36,23.16,17.72,15.51,12.52
274.22,240.16,234.86,254.78,10.87,299.87,208.67,244.97,270.67,225.01,196.62,231.53,254.15,224.91,262.35,297.02,210.19,216.16,217.43,176.83,17.56,22.82,10.93,16.28,24.6,17.54,15.02,12.06
274.81,247.55,239.44,261.16,11.94,308.15,214.26,250.52,277.35,229.95,201.58,237.42,260.9,230.59,268.66,303.73,214.86,222.46,224.22,182.94,18.84,22.95,10.58,17.66,26.12,17.24,14.7,12.39
275.4,255.91,244.4,267.64,13.05,316.15,219.4,255.15,283.06,235.29,206.52,242.6,268.38,234.76,275.01,310.7,218.75,228.43,229.84,189.03,19.85,21.99,10.34,18.57,26.88,16.98,14.99,13.19
275.98,264.48,250.16,274.52,13.05,323.91,223.85,259.96,288.58,241.09,211.48,247.65,275.94,238.34,282.09,318.28,222.38,233.08,234.87,194.13,19.91,21.01,10.4,17.88,26.91,16.82,15.89,13.28
276.57,273.48,256.7,281.77,12.18,332.07,227.9,265.89,295.8,246.98,217.03,252.37,283.43,241.94,289.6,326.57,226.58,237.68,240.54,198.13,18.77,20.81,11.08,15.85,26.76,17.12,17.04,12.93
277.15,283.15,263.2,289.61,11.99,340.93,232.7,272.62,304.9,252.7,223.19,256.31,290.74,245.32,296.68,335.55,231.84,240.67,247.54,201.61,17.81,20.6,12.23,14.04,26.7,17.64,18.16,13.15
277.74,292.42,269.15,297.8,12.91,350.32,238.8,279.45,314.79,257.68,229.22,260.6,297.39,248.54,303.24,344.93,237.26,243.66,255.26,205.33,18.39,20.72,13.34,13.62,26.64,17.53,18.73,13.7
278.33,300.5,275.51,305.89,14.24,359.56,245.43,286.62,324.71,261.64,234.75,266.81,303.28,252.42,309.64,354.07,241.65,250.19,262.43,209.77,19.75,20.69,14.11,14.58,26.57,16.89,17.95,13.92
278.91,308.23,283.05,314.19,15.65,368.3,251.69,294.72,334.32,265.98,240.26,274.64,309.16,257.27,315.85,362.23,245.7,255.61,268.6,214.66,20.67,19.56,14.27,16.11,26.8,16.77,16.34,13.99
279.5,316.49,290.41,323.2,16.29,377.44,257.33,303.72,343.43,272.79,246.21,283.08,316.26,262.8,322.09,369.61,250.89,260.61,274.44,219.39,21.35,17.75,13.93,17.54,27.59,17.53,15.45,14.17
280.08,325.07,296.5,332.8,16.03,387.66,262.55,312.76,352.26,281.79,252.67,292,325.04,269.18,329.07,377.74,257,267.11,280.75,223.81,22.34,17.13,13.99,18.85,28.58,18.69,15.82,14.27
280.67,333.52,302.99,342.88,16.14,398.08,268,320.8,361.35,290.56,259.29,300.75,334.03,276.62,337.31,387.84,262.62,275.31,287.88,228.45,23.35,18.21,14.84,19.75,28.96,19.64,16.65,14.3
281.25,342.04,311.58,353.18,17.4,408.12,273.82,327.92,370.79,297.42,265.62,307.66,341.63,284.25,345.92,399.22,267.33,283.69,295.64,234.15,24.07,19.43,15.4,19.01,28.32,19.82,17.16,14.37
281.84,351.23,321.16,362.89,18.48,418.42,279.38,335.34,379.89,302.64,271.45,312.72,348.48,290.38,353.2,410.06,272.3,290.64,303.37,240.92,24.39,19.58,14.62,16.7,27.36,18.96,17.7,14.46
282.43,361.41,329.32,371.46,17.7,429.29,284.86,343.7,388.22,307.61,277.1,317.79,356.1,294.25,359,419.81,278.55,296.08,310.78,247.72,23.94,19.1,13.09,15.24,27.08,17.7,19.02,14.29
283.01,372.01,335.13,379.34,15.42,440.17,290.75,352.66,392.15,313.06,283.7,323.6,365.03,297.34,365.18,429.71,285.42,301.57,318.68,254.11,22.58,18.74,12.28,16.32,27.41,16.95,20.46,13.43
283.6,381.77,339.92,387.68,13.42,450.67,296.58,361.77,396.08,322.09,292.25,336.06,374.89,301.9,373.28,440.28,292,308.31,327.81,260.39,21.06,18.4,12.6,18.35,27.38,16.9,20.83,12.14
284.18,390.55,345.75,397.33,12.68,461.18,302.11,370.43,404.41,327.03,301.86,343.28,384.64,308.31,382.81,450.84,298.52,315.76,337.43,266.04,20.09,18.1,13.37,18.81,26.7,17.37,20.3,11.27
284.77,399.88,353.51,408.3,13.1,471.95,307.81,378.1,414.25,334.26,310.37,350.65,393.41,315.06,392.22,461.54,305.43,322.99,346.21,270.34,19.73,18.55,13.99,17.61,26.03,18.48,19.65,11.3
285.36,410.55,362.76,419.87,14.31,482.82,313.66,384.96,425.36,342.08,316.89,357.12,401.83,321.07,400.34,472.87,312.21,329.59,353.55,273.97,20.07,20.04,14.18,16.75,25.94,19.95,19.09,12.33
285.94,421.33,372.64,431.03,15.64,493.65,319.53,391.87,436.36,348.77,322.64,362.87,411.11,326.29,407.05,484.2,317.91,335.45,360.02,278.32,21.32,21.81,14.06,17.8,26.4,20.83,18.85,14.11
286.53,431.44,382.08,441.57,16.52,503.68,325.86,399.31,446.9,355.05,329.29,368.64,421.03,331.09,413.31,494.69,322.62,341.27,366.8,283.89,22.94,22.85,14.48,20.49,26.93,20.8,19.26,15.91
287.11,441.89,390.13,446.8,16.68,512.55,332.36,407.26,457.77,361.75,337.26,374.42,430.45,335.89,420.36,504.48,327.32,348.54,374.78,289.9,23.88,22.95,15.88,22.88,27.05,20.67,20.03,16.83
287.7,453.47,396.86,452.03,16.16,522.17,338.04,416.25,469.05,368.36,346.09,380.1,438.99,341.08,428.22,514.64,332.46,357.43,384.22,295.5,23.84,22.84,17.16,22.9,26.85,21.02,20.84,16.69
288.28,465.7,403.04,462.41,15.64,534.72,343.06,426.25,480.02,374.23,355.41,386,447.26,346.76,436.2,526.4,337.86,366.02,394.59,300.96,23.33,22.53,17.49,20.62,26.81,21.44,22.01,16.29
288.87,478,409.15,472.42,15.73,549.27,348.73,435.56,490.44,379.67,364.6,392.77,456.02,352.71,444,539.26,343.53,372.82,404.64,307.2,22.46,21.23,17.46,18.54,27.01,21.87,23.61,16.25
289.46,489.89,415.99,482.58,16.53,563,355.65,443.41,500.93,385.81,368.73,400.37,465.81,355.89,451.39,551.22,349.56,378.39,413.53,313.78,21.35,19.54,17.32,18.66,27.38,22.68,24.8,16.42
290.04,500.76,424.18,493.6,17.94,574.81,362.67,451.39,512.49,393.38,372.86,407.49,476.5,359.06,458.24,561.55,355.75,384.21,421.84,319.4,20.93,19.02,16.73,20.06,27.71,23.31,25.05,16.92
290.63,511.03,432.47,505.28,18.96,585.59,368.35,460.73,525.41,401.47,380.27,413.7,487.11,366,464.86,571.34,361.75,391.24,430.71,324.17,21.97,19.72,16.45,20.63,27.62,22.89,24.99,17.79
291.21,522.34,439.33,516.68,18.12,596.11,373.13,470.6,538.49,408.45,387.87,420.28,497.03,372.75,471.71,581.71,367.33,399.17,440.58,329.42,23.78,20.48,17.31,20.16,27.31,21.89,25.27,18.43
291.8,535.24,445.44,527.28,16.15,606.81,378.55,479.61,550.8,413.92,396.5,427.51,506.79,378.09,479.03,593.2,372.81,406.75,450.75,335.57,25.33,20.47,18.27,20.37,27.5,21.4,25.74,18.49
292.38,548.51,452.05,537.99,15.28,618.29,384.94,488.08,562.89,419.02,405.96,434.18,516.9,381.81,487,605.44,378.91,413.59,460.16,341.65,26.5,20.07,17.82,21.59,28.3,21.89,26.05,18.4
292.97,561.56,458.99,549.65,16.21,630.06,391.41,497.87,574.89,424.58,415.4,439.98,526.98,384.84,495.35,617.35,385.77,420.42,468.97,346.84,27.17,20.23,16.33,22.14,29.45,23.02,26.21,18.74
293.56,574.65,466,561.36,18.15,641.23,397.58,509.41,585.89,430.35,424.28,445.83,536.9,388.61,503.41,628.93,392.72,427.37,478.39,351.67,27.04,21.09,15.58,21.38,30.76,24,26.65,19.66
294.14,586.77,473.61,572.35,19.85,652.87,403.79,520.88,596.03,436.44,432.36,452.45,547.69,394.32,510.91,641.34,398.69,433.87,488.76,357.26,26.62,21.89,16.45,20.33,31.26,24.27,27.79,20.46
294.73,596.94,481.55,583.29,20.37,666.3,410.04,531.2,606.87,443.5,439.9,459.58,559.79,401.96,517.97,654.64,403.09,439.92,499.67,363.6,26.55,22.19,17.89,19.6,31.75,24.02,29.04,20.25
295.31,606.82,488.88,594.61,20.22,680.24,416.3,536.22,619.07,451.16,447.68,466.32,571.47,410.48,524.74,667.49,406.84,446.14,511.2,369.43,26.94,22.35,18.48,19.59,31.93,24.04,29.3,19.41
295.9,618.55,495.77,606.2,20.45,692.47,422.96,541.23,631.43,458.32,456.06,472.55,581.25,418.5,531.49,679.34,411.6,452.53,523.13,374.07,27.83,22.69,18.34,20.98,31.54,24.91,28.64,19.27
296.49,631.58,503.17,618.52,21.24,703.07,429.49,551.55,643.05,464.36,465.08,479.21,589.97,425.02,538.21,691.3,417.53,458.29,534.23,378.37,29,22.83,18.7,22.87,31.37,26.41,28.14,20.27
297.07,644.44,511.12,632.1,22.27,713.66,434.33,561.72,654.66,469.18,474.81,486.6,599.28,430.4,544.51,704.28,423.45,463.26,544.04,383.59,29.84,22.97,20.24,23.37,32.05,27.62,28.25,21.31
297.66,657.47,518.54,646.01,23.09,724.75,437.36,571.58,666.8,473.05,484.28,493.6,609.73,435.53,550.55,717.48,429.14,468.43,553.64,389.84,30.31,23.29,22.4,22.92,33.51,27.84,28.85,21.52
298.24,671.14,524.72,658.04,23.25,735.86,440.44,581.48,679.08,476.97,492.54,498.99,620.51,440.2,556.91,729.96,435.14,474.43,563.75,395.82,30.84,24.17,23.96,23.54,34.98,27.36,29.8,21.47
298.83,684.49,530.86,667.51,23.08,747.5,445.09,591.4,691.53,481.86,500.35,503.1,630.67,444.38,563.91,742.17,441,480.48,574.06,400.63,31.57,25.41,24.35,25.15,35.61,27.04,30.55,21.78
299.41,697.17,538.52,676.44,23.18,760.22,451.45,600.97,704.34,487.66,508.87,507.73,640.57,449.24,571.66,754.37,445.77,485.91,584.12,404.88,32.32,26.21,24.21,26.29,35.32,27.26,30.63,21.95
300,710.22,546.63,686.31,23.49,772.56,458.7,610.15,717.05,493.77,518.19,514.2,650.96,454.98,579.62,765.72,449.53,491.29,593.84,409.16,32.68,26.5,24.15,27.04,34.9,27.66,30.7,21.9
301,723.87,552.88,691.3,23.95,783.23,465.75,619.54,729.34,499.6,527.95,521.83,661.6,459.99,586.76,776.56,452.85,496.94,603.79,413.22,32.46,26.64,23.98,28.01,34.87,28.05,31.39,22.34
301.69,737.09,557.51,696.3,25.03,793.97,471.81,629.94,741.17,504.69,537.31,528.95,672.22,463.92,592.85,788.39,455.94,502.69,614.49,417.08,32.19,26.63,23.58,28.3,34.97,28.58,32.31,23
302.38,749,562.87,705.68,26.81,806.9,476.46,640.8,752.1,509.65,545.56,534.89,682.69,468.63,598.6,801.08,459.54,508.89,625.54,420.93,32.55,26.6,23.35,27.21,35.24,29.14,33.15,22.87
303.08,760.17,569.73,715.34,28.47,820.71,480.07,650.29,761.99,515.87,553.82,540.03,692.39,474.85,604.63,812.84,464.6,515.63,636.19,424.68,33.55,27.25,23.72,26.27,36.26,29.65,33.97,22.06
303.77,772.14,576.62,725.99,29.24,832.4,484.07,658.24,771.29,523.24,563.78,545.05,701.06,480.51,610.93,822.83,471.08,522.1,645.97,428.83,34.65,28.83,24.63,27.51,37.86,30.26,34.56,21.71
304.46,784.97,582.59,736.74,29.15,841.43,489.4,666.31,780.57,529.8,574.59,550.37,709.07,484.11,617.01,832.32,477.7,527.99,654.82,434.02,35.57,30.4,25.48,30.63,39.13,30.99,35.08,22.52
305.15,797.26,588.26,746.69,28.84,849.84,495.27,675.04,790.57,534.37,583.72,555.66,717.28,487.28,622.49,842.89,482.76,533.53,663.36,439.93,36.64,30.64,25.82,33.09,39.68,31.62,35.89,24.15
305.85,809.21,594.41,756.05,29.01,859.43,500.4,683.57,802.21,537.62,590.54,560.51,727.06,492.11,627.82,854.52,486.06,538.66,672.27,445.91,38.15,29.7,25.81,32.98,39.71,31.84,36.25,25.84
306.54,822.14,600.78,765.2,30.14,870.51,504.52,692.04,815.55,540.63,596.78,565.2,738.79,497.93,633.79,866.21,489.2,543.31,681.15,451.36,39.9,29.16,25.83,31.24,39.53,31.62,35.54,26.82
307.23,835.4,606.38,774.41,31.99,882.82,508.59,701.28,828.88,544.15,604.07,570.11,750.66,502.81,639.95,877.34,493.07,547.72,689.31,455.61,41.44,29.45,26.25,29.63,39.56,31.59,35.63,26.93
